timestamp,hour_of_day,day_of_week,month,is_weekend,is_holiday,season,temp_c,feels_like_c,humidity,wind_speed,cloud_cover,heatwave_flag,event_flag,load_mw,load_mw_lag_24h,stress_score,is_stress_event
2024-12-31T18:30:00Z,0,2,1,0,0,winter,23.48098134809739,23.67298452684929,78.43801313038678,3.6286776596694565,25.058330289106266,0,0,4741.785845084631,,56.10172149347845,0
2024-12-31T19:30:00Z,1,2,1,0,0,winter,22.498985768262084,22.924553848895542,76.31812690375551,2.4798386109948534,33.84226037774832,0,0,4661.874548196468,,55.1562630799886,0
2024-12-31T20:30:00Z,2,2,1,0,0,winter,23.119426357279973,23.674984744365762,76.78246212555023,3.852689448361639,44.40668653635333,0,0,4470.512402137513,,52.892190814109576,0
2024-12-31T21:30:00Z,3,2,1,0,0,winter,22.653996233654762,23.12774639047126,74.2196953663673,3.5541403615687273,40.26720451044694,0,0,4389.874728116548,,51.93813837951985,0
2024-12-31T22:30:00Z,4,2,1,0,0,winter,23.3096285429425,23.573442634061713,80.04277164465988,2.3145646215174374,37.239989221032104,0,0,4279.268432304252,,50.6295167323573,0
2024-12-31T23:30:00Z,5,2,1,0,0,winter,23.918541842423604,24.42500367953427,76.80167519230082,2.995279133915186,44.11317982240002,0,0,4188.226726503967,,49.552370570559766,0
2025-01-01T00:30:00Z,6,2,1,0,0,winter,25.66121372638265,25.979930723105724,72.25167573963903,1.523472726102547,45.594447178940925,0,0,4163.080971399383,,49.25486237518588,0
2025-01-01T01:30:00Z,7,2,1,0,0,winter,26.31973737909971,26.696947887568733,70.54355847797727,1.5106225411705125,45.87135410093457,0,0,4100.107016688,,48.50979556196755,0
2025-01-01T02:30:00Z,8,2,1,0,0,winter,27.271776025999188,27.780406879660227,70.02025627540935,2.7785935876800636,41.600098271462784,0,0,4121.3393454971865,,48.761002646476804,0
2025-01-01T03:30:00Z,9,2,1,0,0,winter,28.175218064363726,28.74950381995336,71.69378580139849,3.314696275686274,41.20724435424809,0,0,4243.927553611821,,50.21138647542196,0
2025-01-01T04:30:00Z,10,2,1,0,0,winter,29.212828855619478,29.739086500787185,65.51015982512611,2.1163945403712385,36.9036305639946,0,0,4301.820048784656,,50.896332769256745,0
2025-01-01T05:30:00Z,11,2,1,0,0,winter,29.757878300176316,30.102849849930976,73.76689682938378,1.4610026611681082,48.41283863506881,0,0,4559.117716601384,,53.940511180590704,0
2025-01-01T06:30:00Z,12,2,1,0,0,winter,30.059939341907093,30.392962335909935,69.43806494509175,3.2034667976311337,46.3564244366798,0,0,4720.985024674503,,55.855619735278104,0
2025-01-01T07:30:00Z,13,2,1,0,0,winter,31.346197068812046,31.676452054362358,66.14786687218759,3.5295710575085844,39.13617719928404,0,0,5209.183614739561,,61.63166745825365,0
2025-01-01T08:30:00Z,14,2,1,0,0,winter,30.765146852909712,30.938489410109014,65.41572062966902,3.0965928928645168,41.806017686901484,0,0,5194.047848851545,,61.45259093514997,0
2025-01-01T09:30:00Z,15,2,1,0,0,winter,31.31019541041579,31.624744881148484,68.05014314764732,3.250708472760804,38.191839480575055,0,0,5476.616658280249,,64.79576103334111,0
2025-01-01T10:30:00Z,16,2,1,0,0,winter,30.808815095117723,31.07642990690439,67.03688088154983,2.041914527202005,31.099894633624643,0,0,5401.7494700403695,,63.909981227830194,0
2025-01-01T11:30:00Z,17,2,1,0,0,winter,30.151925915336438,30.45804544729589,68.88610287518752,3.076895990687091,44.23886120657651,0,0,5453.363518236144,,64.52064502658271,0
2025-01-01T12:30:00Z,18,2,1,0,0,winter,29.344521854218456,29.72482475731657,68.46687005010178,2.404338146912321,27.16793632667272,0,0,5715.406075230891,,67.62096187602403,0
2025-01-01T13:30:00Z,19,2,1,0,0,winter,27.592187690160493,27.72764776768961,68.67259208389355,2.9797290720681238,33.42277935545647,0,0,5933.085518036778,,70.19640325488992,0
2025-01-01T14:30:00Z,20,2,1,0,0,winter,26.879280172164197,27.53912583172141,71.37973892330965,3.3850186821605037,33.197670358257945,0,0,5995.9822818646435,,70.94055679585377,0
2025-01-01T15:30:00Z,21,2,1,0,0,winter,25.852693931393727,26.06268952041161,72.56067647363975,3.5083697649488745,26.84804841279817,0,0,5796.582895972539,,68.58139314343246,0
2025-01-01T16:30:00Z,22,2,1,0,0,winter,25.063685341319033,25.511232461785486,72.66323528333322,0.7647305747338546,41.243647860047915,0,0,5437.816074897111,,64.33669780403022,0
2025-01-01T17:30:00Z,23,2,1,0,0,winter,23.85646613692215,24.30300137919309,75.8391827118305,4.422134669585098,38.75176677855276,0,0,5186.380710560095,,61.361878348978514,0
2025-01-01T18:30:00Z,0,3,1,0,0,winter,22.994391658474143,23.430246785465403,77.7070246836507,4.1310250902885235,48.01378438652576,0,0,4665.2896416857975,4741.785845084631,55.19666824168757,0
2025-01-01T19:30:00Z,1,3,1,0,0,winter,23.05793887707468,23.75059945531859,73.41084352830626,1.7322981607003027,33.92028688796493,0,0,4559.2133735594,4661.874548196468,53.94164293141051,0
2025-01-01T20:30:00Z,2,3,1,0,0,winter,22.653489045681923,22.77815181617066,79.32748034625007,2.233332763481472,29.566444063187863,0,0,4520.500461207482,4470.512402137513,53.4836169686353,0
2025-01-01T21:30:00Z,3,3,1,0,0,winter,22.577581327949712,23.04028409743975,80.01990569899543,4.8960770700301435,64.64379414726776,0,0,4400.158850005684,4389.874728116548,52.059813411011916,0
2025-01-01T22:30:00Z,4,3,1,0,0,winter,23.497659082538394,23.69975145853202,70.09730162307079,2.821253754812603,34.829365656726516,0,0,4230.158814567563,4279.268432304252,50.04848372350244,0
2025-01-01T23:30:00Z,5,3,1,0,0,winter,23.874698954740047,24.152279594928086,75.65632394659376,3.779176276945172,42.58928295877188,0,0,4126.363712358632,4188.226726503967,48.820447682492954,0
2025-01-02T00:30:00Z,6,3,1,0,0,winter,24.834400283822898,25.027269533257734,69.99897630973871,1.9164305091120029,40.90263401266256,0,0,4180.006298690092,4163.080971399383,49.45511182315148,0
2025-01-02T01:30:00Z,7,3,1,0,0,winter,26.52165795710881,26.947712861403385,76.11526023630644,1.9008452817530177,31.85334428787293,0,0,4090.9042315393026,4100.107016688,48.40091420244523,0
2025-01-02T02:30:00Z,8,3,1,0,0,winter,26.65213161000511,26.90708639709796,79.40892988235683,1.5143359849307367,48.04080804909989,0,0,4137.221325573113,4121.3393454971865,48.94890788979526,0
2025-01-02T03:30:00Z,9,3,1,0,0,winter,27.760937953886568,28.347252556461417,72.95868660509933,2.3120345228102916,41.006794210125655,0,0,4232.533883931287,4243.927553611821,50.076583997180855,0
2025-01-02T04:30:00Z,10,3,1,0,0,winter,28.860746783386155,29.34996122368257,69.22909355330985,1.0292730834793022,31.109393824652173,0,0,4321.537090567089,4301.820048784656,51.129611964667895,0
2025-01-02T05:30:00Z,11,3,1,0,0,winter,30.020176728972682,30.73599498025477,69.79864589490732,2.357634008668141,43.61950353602947,0,0,4590.696028965456,4559.117716601384,54.31412520352675,0
2025-01-02T06:30:00Z,12,3,1,0,0,winter,31.084329782278473,31.528206282551242,66.91532100304944,3.8275464520718665,44.762945926902034,0,0,4895.950114487546,4720.985024674503,57.92569271209716,0
2025-01-02T07:30:00Z,13,3,1,0,0,winter,31.584325544399125,32.020972431843504,63.924700262056426,0.8582089609052022,54.540317877059124,0,0,5159.596070003074,5209.183614739561,61.04497992844131,0
2025-01-02T08:30:00Z,14,3,1,0,0,winter,31.793205479060592,32.15730163640407,66.21877746568235,4.253733150690643,32.476528962861224,0,0,5367.148005149001,5194.047848851545,63.50059923336197,0
2025-01-02T09:30:00Z,15,3,1,0,0,winter,30.733656490565988,31.262321849503795,67.35002794785561,2.4938537599359143,40.025351231013026,0,0,5384.648617127128,5476.616658280249,63.707655075029734,0
2025-01-02T10:30:00Z,16,3,1,0,0,winter,30.745380264760712,31.426876637023454,68.79270188552542,3.2727265519322293,24.931517610960945,0,0,5411.615896463681,5401.7494700403695,64.02671435864214,0
2025-01-02T11:30:00Z,17,3,1,0,0,winter,29.9427195170944,30.174073463035825,65.74743480598224,1.4462171596854991,38.65990689360263,0,0,5473.327775895543,5453.363518236144,64.75684911922276,0
2025-01-02T12:30:00Z,18,3,1,0,0,winter,29.410488366611045,29.545209823063132,70.08122273056807,1.9189966799997058,38.71150966431344,0,0,5675.63255115035,5715.406075230891,67.15038744611938,0
2025-01-02T13:30:00Z,19,3,1,0,0,winter,28.427927705073643,28.935550792474427,75.08233930280419,2.3145931849001196,35.7653535258435,0,0,5836.128129424739,5933.085518036778,69.04926658732273,0
2025-01-02T14:30:00Z,20,3,1,0,0,winter,26.911571890878264,27.360071249132506,73.267856451452,1.1987343133199602,42.05681267223212,0,0,6035.027131049732,5995.9822818646435,71.40251001902755,0
2025-01-02T15:30:00Z,21,3,1,0,0,winter,25.98276240290447,26.88625721041125,79.39036064670705,1.476107979329416,39.03382752681571,0,0,5865.3417547713425,5796.582895972539,69.39490317373857,0
2025-01-02T16:30:00Z,22,3,1,0,0,winter,24.377717776143488,24.659576373350788,76.47219091307015,3.94702434506588,35.500223717260255,0,0,5535.438276335789,5437.816074897111,65.49170010392746,0
